categoria_completa,categoria,nivel_1,nivel_2,nivel_3,nivel_4,categoria_real,quantidade,link
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Sonda Lambda / Sonda Lambda,Acessórios para Veículos > Peças de Carros e Caminhonetes > Injeção > Sonda Lambda,Acessórios para Veículos,Peças de Carros e Caminhonetes,Injeção,Sonda Lambda,Sonda Lambda,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/injecao/sonda-lambda/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB192358%26applied_value_name%3DSonda+Lambda%26applied_value_order%3D3%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Borrachas / Borrachas,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Exterior > Borrachas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Exterior,Borrachas,Borrachas,4,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-exterior/borrachas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB191717%26applied_value_name%3DBorrachas%26applied_value_order%3D2%26applied_value_results%3D4%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Antenas / Antena,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Exterior > Antenas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Exterior,Antenas,Antena,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-exterior/antena/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB440315%26applied_value_name%3DAntenas%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Buzinas / Buzinas,Acessórios para Veículos > Peças de Carros e Caminhonetes > Peças de Exterior > Buzinas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Peças de Exterior,Buzinas,Buzinas,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/pecas-exterior/buzinas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB2221%26applied_value_name%3DBuzinas%26applied_value_order%3D3%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor > Pistões / Pistoes,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Pistões,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Componentes de Motor > Pistões,Pistoes,8,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/pistoes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB458800%26applied_value_name%3DPist%C3%B5es%26applied_value_order%3D2%26applied_value_results%3D8%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor > Tampas > Tampa de Óleo / Tampa Oleo,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Tampas > Tampa de Óleo,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Componentes de Motor > Tampas > Tampa de Óleo,Tampa Oleo,5,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/tampas/tampa-oleo/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB194169%26applied_value_name%3DTampa+de+%C3%93leo%26applied_value_order%3D1%26applied_value_results%3D5%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor > Tampas > Tampas Protetoras de Motor / Tampas Protetoras Motor,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Tampas > Tampas Protetoras de Motor,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Componentes de Motor > Tampas > Tampas Protetoras de Motor,Tampas Protetoras Motor,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/tampas/tampas-protetoras-motor/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB430954%26applied_value_name%3DTampas+Protetoras+de+Motor%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor > Bloco de Motores > Bronzinas / Bronzinas,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Bloco de Motores > Bronzinas,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Componentes de Motor > Bloco de Motores > Bronzinas,Bronzinas,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/bloco-motores/bronzinas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB63517%26applied_value_name%3DBronzinas%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor > Bloco de Motores > Jogo de Anéis Motor / Jogo Aneis,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Componentes de Motor > Bloco de Motores > Jogo de Anéis Motor,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Componentes de Motor > Bloco de Motores > Jogo de Anéis Motor,Jogo Aneis,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/componentes-motor/bloco-motores/jogo-aneis/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB47095%26applied_value_name%3DJogo+de+An%C3%A9is+Motor%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Turbos e Supercargadores > Turbos > Kits de Juntas para Turbo / Kits Juntas Turbo,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Turbos e Supercargadores > Turbos > Kits de Juntas para Turbo,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Turbos e Supercargadores > Turbos > Kits de Juntas para Turbo,Kits Juntas Turbo,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/turbos-supercargadores/turbos/kits-juntas-turbo/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458947%26applied_value_name%3DKits+de+Juntas+para+Turbo%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Carburadores e Peças / Carburadores Pecas,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Carburadores e Peças,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Carburadores e Peças,Carburadores Pecas,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/carburadores-pecas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB458904%26applied_value_name%3DCarburadores+e+Pe%C3%A7as%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores > Reservatório / Reservatorio,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Radiadores > Reservatório,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Radiadores > Reservatório,Reservatorio,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/radiadores/reservatorio/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB193531%26applied_value_name%3DReservat%C3%B3rio%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores > Outros / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Radiadores > Outros,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Radiadores > Outros,Outros,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/radiadores/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB193398%26applied_value_name%3DOutros%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Válvulas Solenóides / Valvulas Solenoides,Acessórios para Veículos > Peças de Carros e Caminhonetes > Motor > Válvulas Solenóides,Acessórios para Veículos,Peças de Carros e Caminhonetes,Motor,Válvulas Solenóides,Valvulas Solenoides,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/motor/valvulas-solenoides/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB277922%26applied_value_name%3DV%C3%A1lvulas+Solen%C3%B3ides%26applied_value_order%3D5%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Luzes de Acessórios / Luzes Acessorios,Acessórios para Veículos > Peças de Carros e Caminhonetes > Iluminação > Luzes de Acessórios,Acessórios para Veículos,Peças de Carros e Caminhonetes,Iluminação,Luzes de Acessórios,Luzes Acessorios,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/iluminacao/luzes-acessorios/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458256%26applied_value_name%3DLuzes+de+Acess%C3%B3rios%26applied_value_order%3D3%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Refletores Olho de Gato / Refletores Olho Gato,Acessórios para Veículos > Peças de Carros e Caminhonetes > Iluminação > Refletores Olho de Gato,Acessórios para Veículos,Peças de Carros e Caminhonetes,Iluminação,Refletores Olho de Gato,Refletores Olho Gato,7,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/iluminacao/refletores-olho-gato/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB428943%26applied_value_name%3DRefletores+Olho+de+Gato%26applied_value_order%3D5%26applied_value_results%3D7%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Ensamblagem / Ensamblagem,Acessórios para Veículos > Peças de Carros e Caminhonetes > Iluminação > Ensamblagem,Acessórios para Veículos,Peças de Carros e Caminhonetes,Iluminação,Ensamblagem,Ensamblagem,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/iluminacao/ensamblagem/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458213%26applied_value_name%3DEnsamblagem%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Lentes / Lentes,Acessórios para Veículos > Peças de Carros e Caminhonetes > Iluminação > Lentes,Acessórios para Veículos,Peças de Carros e Caminhonetes,Iluminação,Lentes,Lentes,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/iluminacao/lentes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB22698%26applied_value_name%3DLentes%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Luzes Exteriores / Luzes Exteriores,Acessórios para Veículos > Peças de Carros e Caminhonetes > Iluminação > Luzes Exteriores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Iluminação,Luzes Exteriores,Luzes Exteriores,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/iluminacao/luzes-exteriores/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458211%26applied_value_name%3DLuzes+Exteriores%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Componentes de Partida / Componentes Partida,Acessórios para Veículos > Peças de Carros e Caminhonetes > Ignição > Componentes de Partida,Acessórios para Veículos,Peças de Carros e Caminhonetes,Ignição,Componentes de Partida,Componentes Partida,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/ignicao/componentes-partida/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458709%26applied_value_name%3DComponentes+de+Partida%26applied_value_order%3D3%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Componentes para Baterias / Componentes Baterias,Acessórios para Veículos > Peças de Carros e Caminhonetes > Ignição > Componentes para Baterias,Acessórios para Veículos,Peças de Carros e Caminhonetes,Ignição,Componentes para Baterias,Componentes Baterias,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/ignicao/componentes-baterias/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458762%26applied_value_name%3DComponentes+para+Baterias%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Kits de Ignição / Kits Ignicao,Acessórios para Veículos > Peças de Carros e Caminhonetes > Ignição > Kits de Ignição,Acessórios para Veículos,Peças de Carros e Caminhonetes,Ignição,Kits de Ignição,Kits Ignicao,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/ignicao/kits-ignicao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458724%26applied_value_name%3DKits+de+Igni%C3%A7%C3%A3o%26applied_value_order%3D5%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Pontos de Ignição / Pontos Ignicao,Acessórios para Veículos > Peças de Carros e Caminhonetes > Ignição > Pontos de Ignição,Acessórios para Veículos,Peças de Carros e Caminhonetes,Ignição,Pontos de Ignição,Pontos Ignicao,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/ignicao/pontos-ignicao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458723%26applied_value_name%3DPontos+de+Igni%C3%A7%C3%A3o%26applied_value_order%3D6%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Bobina de Ignição / Bobina Ignicao,Acessórios para Veículos > Peças de Carros e Caminhonetes > Ignição > Bobina de Ignição,Acessórios para Veículos,Peças de Carros e Caminhonetes,Ignição,Bobina de Ignição,Bobina Ignicao,8,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/ignicao/bobina-ignicao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB22668%26applied_value_name%3DBobina+de+Igni%C3%A7%C3%A3o%26applied_value_order%3D1%26applied_value_results%3D8%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Válvulas Solenoides / Valvulas Solenoides,Acessórios para Veículos > Peças de Carros e Caminhonetes > Ignição > Válvulas Solenoides,Acessórios para Veículos,Peças de Carros e Caminhonetes,Ignição,Válvulas Solenoides,Valvulas Solenoides,4,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/ignicao/valvulas-solenoides/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB430961%26applied_value_name%3DV%C3%A1lvulas+Solenoides%26applied_value_order%3D7%26applied_value_results%3D4%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Chaves Corta Circuito / Chaves Corta Circuito,Acessórios para Veículos > Peças de Carros e Caminhonetes > Ignição > Chaves Corta Circuito,Acessórios para Veículos,Peças de Carros e Caminhonetes,Ignição,Chaves Corta Circuito,Chaves Corta Circuito,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/ignicao/chaves-corta-circuito/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D2%26applied_value_id%3DMLB458054%26applied_value_name%3DChaves+Corta+Circuito%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Buchas de Suspensão / Buchas Suspensao,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Buchas de Suspensão,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Buchas de Suspensão,Buchas Suspensao,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/buchas-suspensao/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB193477%26applied_value_name%3DBuchas+de+Suspens%C3%A3o%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Kits Completos Amortecedores / Kits Completos Amortecedores,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Kits Completos Amortecedores,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Kits Completos Amortecedores,Kits Completos Amortecedores,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/kits-completos-amortecedores/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB116703%26applied_value_name%3DKits+Completos+Amortecedores%26applied_value_order%3D4%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Molas e Barras / Molas Barras,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Molas e Barras,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Molas e Barras,Molas Barras,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/molas-barras/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB458145%26applied_value_name%3DMolas+e+Barras%26applied_value_order%3D5%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Coilovers / Coilovers,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Coilovers,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Coilovers,Coilovers,3,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/coilovers/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB458076%26applied_value_name%3DCoilovers%26applied_value_order%3D3%26applied_value_results%3D3%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Batentes / Batentes,Acessórios para Veículos > Peças de Carros e Caminhonetes > Suspensão e Direção > Batentes,Acessórios para Veículos,Peças de Carros e Caminhonetes,Suspensão e Direção,Batentes,Batentes,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/suspensao-direcao/batentes/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB193623%26applied_value_name%3DBatentes%26applied_value_order%3D1%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Outros / Outros,Acessórios para Veículos > Peças de Carros e Caminhonetes > Outros,Acessórios para Veículos,Peças de Carros e Caminhonetes,Outros,,Outros,10,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/outros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D4%26applied_value_id%3DMLB191833%26applied_value_name%3DOutros%26applied_value_order%3D16%26applied_value_results%3D9%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Carros e Caminhonetes / Segurança / Módulo Air Bag / Modulo Air Bag,Acessórios para Veículos > Peças de Carros e Caminhonetes > Segurança > Módulo Air Bag,Acessórios para Veículos,Peças de Carros e Caminhonetes,Segurança,Módulo Air Bag,Modulo Air Bag,2,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-carros-caminhonetes/seguranca/modulo-air-bag/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB194203%26applied_value_name%3DM%C3%B3dulo+Air+Bag%26applied_value_order%3D3%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Iluminação / Refletores Olho de Gato / Para Caminhoes Iluminacao Refletores Olho Gato,Acessórios para Veículos > Peças de Linha Pesada > Iluminação > Refletores Olho de Gato,Acessórios para Veículos,Peças de Linha Pesada,Iluminação,Refletores Olho de Gato,Para Caminhoes Iluminacao Refletores Olho Gato,2,https://lista.mercadolivre.com.br/para-caminhoes-iluminacao-refletores-olho-gato/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB456165%26applied_value_name%3DRefletores+Olho+de+Gato%26applied_value_order%3D2%26applied_value_results%3D2%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Iluminação / Lanternas de Pisca / Para Caminhoes Iluminacao Lanternas Pisca,Acessórios para Veículos > Peças de Linha Pesada > Iluminação > Lanternas de Pisca,Acessórios para Veículos,Peças de Linha Pesada,Iluminação,Lanternas de Pisca,Para Caminhoes Iluminacao Lanternas Pisca,1,https://lista.mercadolivre.com.br/para-caminhoes-iluminacao-lanternas-pisca/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB456155%26applied_value_name%3DLanternas+de+Pisca%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Segurança / Airbags / Airbags,Acessórios para Veículos > Peças de Linha Pesada > Segurança > Airbags,Acessórios para Veículos,Peças de Linha Pesada,Segurança,Airbags,Airbags,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-linha-pesada/seguranca/airbags/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB456957%26applied_value_name%3DAirbags%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Segurança / Cintos de Segurança / Cintos Seguranca,Acessórios para Veículos > Peças de Linha Pesada > Segurança > Cintos de Segurança,Acessórios para Veículos,Peças de Linha Pesada,Segurança,Cintos de Segurança,Cintos Seguranca,1,https://lista.mercadolivre.com.br/acessorios-veiculos/pecas-linha-pesada/seguranca/cintos-seguranca/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D1%26applied_value_id%3DMLB456657%26applied_value_name%3DCintos+de+Seguran%C3%A7a%26applied_value_order%3D2%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Caixas de Marchas / Pecas Linha Pesada Caixas Marchas,Acessórios para Veículos > Peças de Linha Pesada > Caixas de Marchas,Acessórios para Veículos,Peças de Linha Pesada,Caixas de Marchas,,Pecas Linha Pesada Caixas Marchas,1,https://lista.mercadolivre.com.br/pecas-linha-pesada-caixas-marchas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB437862%26applied_value_name%3DCaixas+de+Marchas%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Freios / Pecas Linha Pesada Freios,Acessórios para Veículos > Peças de Linha Pesada > Freios,Acessórios para Veículos,Peças de Linha Pesada,Freios,,Pecas Linha Pesada Freios,1,https://lista.mercadolivre.com.br/pecas-linha-pesada-freios/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB437918%26applied_value_name%3DFreios%26applied_value_order%3D3%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Fechaduras e Chaves / Fechaduras de Portas / Para Caminhoes Fechaduras E Chaves Portas,Acessórios para Veículos > Peças de Linha Pesada > Fechaduras e Chaves > Fechaduras de Portas,Acessórios para Veículos,Peças de Linha Pesada,Fechaduras e Chaves,Fechaduras de Portas,Para Caminhoes Fechaduras E Chaves Portas,1,https://lista.mercadolivre.com.br/para-caminhoes-fechaduras-e-chaves-portas/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D7%26applied_value_id%3DMLB456659%26applied_value_name%3DFechaduras+de+Portas%26applied_value_order%3D1%26applied_value_results%3D1%26is_custom%3Dfalse
Acessórios para Veículos / Peças de Linha Pesada / Vidros / Pecas Linha Pesada Vidros,Acessórios para Veículos > Peças de Linha Pesada > Vidros,Acessórios para Veículos,Peças de Linha Pesada,Vidros,,Pecas Linha Pesada Vidros,3,https://lista.mercadolivre.com.br/pecas-linha-pesada-vidros/chaveiros_NoIndex_True#applied_filter_id%3Dcategory%26applied_filter_name%3DCategorias%26applied_filter_order%3D3%26applied_value_id%3DMLB456704%26applied_value_name%3DVidros%26applied_value_order%3D11%26applied_value_results%3D3%26is_custom%3Dfalse
