Categoria;Qtd_Produtos;% do Total;% Acumulado;Rank
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Maçanetas de Carros / Maçanetas para Portas / Outros;660702;0,5462058401934028;24,83238260846849;22
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Coxins Motor;656179;0,542466652155233;25,374849260623723;23
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Coxins de Motor / Outros;655143;0,5416101854721591;25,91645944609588;24
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Interior / Kits Medidores;655048;0,5415316484693675;26,457991094565248;25
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Borrachas;653576;0,540314738278745;26,998305832843993;26
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Borrachas / Outros;651873;0,5389068591655451;27,53721269200954;27
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Interior / Capas Bancos;599657;0,49573961561014696;28,032952307619688;28
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Emblemas;592153;0,4895360190949082;28,522488326714598;29
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Faróis / Farois Milha;576309;0,4764377004398651;28,998926027154464;30
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Faróis / Faróis de Milha / Outros;575311;0,47561264855790775;29,474538675712374;31
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Cubo Roda;573851;0,4744056588307957;29,94894433454317;32
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Bombas / Bombas Agua;565163;0,4672232432491866;30,416167577792358;33
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Valvulas Termostaticas;561054;0,4638263112021295;30,879993888994488;34
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Válvulas Termostáticas / Outros;559041;0,4621621534482415;31,342156042442728;35
Acessórios para Veículos / Kit Seguranca Carros;546984;0,4521945677360568;31,794350610178785;36
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Coxim Amortecedor;543933;0,4496722898885097;32,24402290006729;37
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Bloco de Motores / Bronzinas;540695;0,44699541815125715;32,69101831821855;38
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Embelezadores / Capas Pincas Freio;539679;0,446155485574034;33,137173803792585;39
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Bobina Ignicao;528272;0,4367252583020019;33,57389906209459;40
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Injetores;520338;0,4301661785109699;34,00406524060556;41
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Terminal Ponteira;519317;0,42932211240728396;34,43338735301285;42
Acessórios para Veículos / Aces. de Motos e Quadriciclos / Outros;516437;0,42694120116476164;34,860328554177606;43
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Bombas / Bombas Combustivel;503905;0,41658093043861927;35,276909484616226;44
Acessórios para Veículos / Peças de Carros e Caminhonetes / Filtros / Filtros Oleo;495469;0,4096068445907309;35,68651632920696;45
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Velas / Velas Ignicao;490064;0,40513850248453875;36,0916548316915;46
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Antena;487696;0,4031808643517982;36,494835696043296;47
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Antenas / Outros;487438;0,4029675743863222;36,89780327042962;48
Acessórios para Veículos / Som Automotivo / Antenas;487437;0,4029667476810297;37,30077001811065;49
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Limpadores e Lavadores / Escovas e Recambios / Palhetas;481493;0,3980528114221571;37,6988228295328;50
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Limpadores e Lavadores / Escovas e Recambios / Outros;481161;0,3977783452650331;38,09660117479783;51
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Para-choques / Suportes Choques;480855;0,39752537344551503;38,49412654824335;52
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Quebra Sois;457542;0,37825239296047214;38,87237894120382;53
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Grades Para Choques;455599;0,3766461045770621;39,24902504578088;54
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Espelhos Retrovisores e Lentes / Retrovisores Laterais;454108;0,3754134869858813;39,62443853276677;55
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Espelhos Retrovisores e Lentes / Espelhos Retrovisores Laterais / Outros;452423;0,37402048856794723;39,99845902133472;56
Acessórios para Veículos / Tuning / Iluminação / Lâmpadas / Led;449419;0,3715370658691496;40,369996087203866;57
Acessórios para Veículos / Peças de Carros e Caminhonetes / Fechaduras e Chaves / Fechaduras Portas;443643;0,3667620160994242;40,73675810330329;58
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Interior / Instrumental / Relógios / Colunas Copos;430615;0,3559916995481807;41,09274980285147;59
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Mangueiras Admissao;425940;0,3521268523055447;41,44487665515702;60
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Barras estabilizadoras / Bieletas;424925;0,35128774643361405;41,79616440159063;61
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Mangueiras de Admissão / Outros;424302;0,35077270903636004;42,14693711062699;62
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Sensores Estacionamento;422141;0,34898619889917576;42,49592330952617;63
Acessórios para Veículos / Peças de Carros e Caminhonetes / Janelas e Vedações / Sistemas de Elevação / Eletrico;421071;0,3481016242361553;42,84402493376233;64
Acessórios para Veículos / Peças de Carros e Caminhonetes / Janelas e Vedações / Sistemas de Elevação / Elétrico / Outros;419419;0,3467359070928751;43,190760840855205;65
Acessórios para Veículos / Peças de Carros e Caminhonetes / Filtros / Filtros Combustivel;417185;0,34488904746933524;43,53564988832454;66
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Interruptores / Vidros;416986;0,3447245331161193;43,88037442144066;67
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Braços Oscilantes / Bandejas Suspensao;410842;0,3396452557987383;44,2200196772394;68
Acessórios para Veículos / Peças de Motos e Quadriciclos / Chassis / Freios / Pastilhas;409173;0,3382654846654849;44,558285161904884;69
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Braços de Controle / Pivo Balanca Bandeja;405941;0,33559357315998756;44,893878735064874;70
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Calotas;400012;0,3306920374805032;45,22457077254538;71
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Soleiras;393258;0,32510846993467124;45,549679242480046;72
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Soleiras / Outros;392434;0,3244272647736163;45,874106507253664;73
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Distribuição / Correias Dentadas;392299;0,32431565955912306;46,19842216681279;74
Outros;391891;0,3239783637997657;46,52240053061256;75
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Difusores Ar;386662;0,3196555218250611;46,84205605243762;76
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Rolamentos;383732;0,31723327531791157;47,15928932775553;77
Acessórios para Veículos / Performance / Motor / Escapamento / Ponteiras;378934;0,3132667433242928;47,47255607107982;78
Acessórios para Veículos / Peças de Carros e Caminhonetes / Filtros / Kits Filtros;374800;0,30984914364492216;47,78240521472475;79
Acessórios para Veículos / Peças de Linha Pesada / Para Caminhoes Filtros Kits;373418;0,30870663693062844;48,09111185165538;80
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Lâmpadas e LEDs / Lampadas;372345;0,30781958215173033;48,39893143380711;81
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Lâmpadas e LEDs / Lâmpadas / Outros;372128;0,30764018710324864;48,70657162091035;82
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Mangueira Radiador;368034;0,3042556556355797;49,01082727654593;83
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Mangueira Radiador / Outros;366728;0,30317597852351924;49,31400325506945;84
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Sonda Lambda;350421;0,289694895318029;49,60369815038748;85
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Grades Farois Milha;349141;0,2886367125435746;49,89233486293105;86
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Grades de Farois de Milha / Outros;348272;0,28791830564435517;50,180253168575405;87
Acessórios para Veículos / Peças de Motos e Quadriciclos / Chassis / Plásticos de Motos / Carenagem;345902;0,2859590141010295;50,466212182676436;88
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Parabarros;340108;0,2811690836360384;50,74738126631247;89
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Semi Eixo e Homocinéticas / Juntas Homocineticas;329048;0,27202572310051853;51,01940698941299;90
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Maçanetas de Carros / Outros;328689;0,27172893590049574;51,29113592531349;91
Acessórios para Veículos / Peças de Carros e Caminhonetes / Freios / Sensores e Comutadores / Sensor Abs;325755;0,2693033825721761;51,560439307885666;92
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Cameras Re;317262;0,2622821745226128;51,82272148240828;93
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Reservatorio;312894;0,2586711258047873;52,081392608213065;94
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Reservatório / Outros;312286;0,2581684889869214;52,33956109719998;95
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Estribos;310362;0,2565779080040697;52,59613900520405;96
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Grampos;308462;0,25500716794823897;52,85114617315229;97
Acessórios para Veículos / Peças de Linha Pesada / Suspensão e Direção / Amortecedores;308232;0,2548170257309542;53,10596319888324;98
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Correias / Correias Poly V;300515;0,2484373409884039;53,35440053987164;99
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Correias / Correias Poly V / Outros;300446;0,24838029832321848;53,60278083819486;100
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Componentes de Partida / Motor Arranque;296498;0,24511646582826072;53,84789730402312;101
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Modulo Injecao;295892;0,24461548242098002;54,092512786444104;102
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Kits Montagem;292998;0,24222299730436206;54,334735783748464;103
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Molas e Barras / Molas;283224;0,23414277977505185;54,56887856352351;104
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Cabos e Botas de Bobinas / Cabos Velas;282018;0,2331457731922456;54,80202433671576;105
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Radiadores Oleo;278553;0,23028123935358588;55,03230557606935;106
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Radiadores de Óleo / Outros;278392;0,23014813980148657;55,26245371587083;107
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Embreagens / Kits Embreagens;277242;0,2291974287150627;55,491651144585894;108
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Sensores / Sensor Temperatura;275688;0,22791272869045168;55,71956387327634;109
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Acessórios de Caçamba / Protetor Cacamba;271086;0,2241082309341712;55,94367210421051;110
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Limpadores e Lavadores / Elos e Transmissões / Motor Limpador Brisas;267947;0,22151320302088037;56,1651853072314;111
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Limpadores e Lavadores / Elos e Transmissões / Motor Limpador Para-brisas / Outros;267790;0,22138341028995118;56,38656871752135;112
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Kits Completos Amortecedores;259272;0,2143415346080743;56,600910252129424;113
Acessórios para Veículos / Peças de Carros e Caminhonetes / Sistema Elétrico / Instalacoes Eletricas;253733;0,2097624139926815;56,81067266612211;114
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Para Lamas;251762;0,2081329778610803;57,01880564398319;115
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Volantes;247023;0,20421522147972146;57,223020865462914;116
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Portas e Painéis / Portas;244291;0,2019566626204954;57,42497752808341;117
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Faróis / Pisca Pisca / Outros;244075;0,20177809427730622;57,62675562236072;118
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Faróis / Pisca Pisca;244063;0,2017681738137957;57,828523796174515;119
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Portas e Painéis / Portas / Outros;243372;0,20119692045664886;58,02972071663116;120
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Apoios Braco;242303;0,20031317249892094;58,230033889130084;121
Acessórios para Veículos / Ferramentas para Veículos / Elevação / Macacos / Hidraulico;237150;0,19605316012644955;58,42608704925653;122
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Retentores;236299;0,19534963392249588;58,62143668317903;123
Acessórios para Veículos / Peças de Motos e Quadriciclos / Kit Filtros;234156;0,19357800448057735;58,815014687659605;124
Acessórios para Veículos / Peças de Carros e Caminhonetes / Freios / Disco Freios;233240;0,19282074243260844;59,007835430092214;125
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Radiadores Agua;232068;0,19185184382974863;59,19968727392196;126
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Radiadores de Água / Outros;231501;0,19138310192887706;59,39107037585084;127
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Frisos / Frisos Portas;228361;0,18878724731029367;59,57985762316113;128
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Para-choques / Para Choques Dianteiros;228009;0,1884962470473187;59,76835387020845;129
Acessórios para Veículos / Peças de Carros e Caminhonetes / Eletroventiladores / Eletroventiladores Completos;224258;0,18539527549499185;59,95374914570344;130
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Espelhos Retrovisores e Lentes / Capas para Espelhos Laterais / Outros;223922;0,1851175025166976;60,13886664822014;131
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Espelhos Retrovisores e Lentes / Capas Espelhos Laterais;223820;0,18503317857685825;60,323899826796996;132
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Caixas de Direção e Peças / Caixa Direcao;222326;0,1837980808697998;60,507697907666795;133
Acessórios para Veículos / Tuning / Tuning Interior / Capas Bancos;222280;0,18376005242634283;60,69145796009314;134
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Coifas Cambio;220754;0,182498500149923;60,873956460243065;135
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Tanques de Combustível / Boias Combustivel;220216;0,18205373270253516;61,0560101929456;136
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Interior / Outros;220145;0,18199503662676464;61,238005229572366;137
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Racks e Bagageiros / Racks Travessas;220114;0,18196940876269582;61,41997463833506;138
Acessórios para Veículos / Limpeza Automotiva / Removedores Arranhoes;220022;0,1818933518757819;61,60186799021084;139
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Engates / Engates Completos;217231;0,17958601740429583;61,78145400761514;140
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Sensores / Sensor Rotacao;213388;0,17640898896505508;61,9578629965802;141
Acessórios para Veículos / Segurança Veicular / Kits Completos;212634;0,17578565317447806;62,133648649754676;142
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Interruptores / Luzes;211258;0,17464810669193961;62,308296756446616;143
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Amortecedores Gas;208737;0,17256398264944;62,48086073909606;144
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Amortecedores a Gás / Outros;208599;0,17244989731906912;62,65331063641513;145
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Correias / Tensores Poly V;201355;0,16646124417989142;62,81977188059502;146
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Correias / Tensores Poly V / Outros;201155;0,16629590312138293;62,9860677837164;147
Acessórios para Veículos / Peças Náuticas / Kits Pistao Camisa;199953;0,16530220335974685;63,151369987076144;148
Acessórios para Veículos / Peças de Carros e Caminhonetes / Fechaduras e Chaves / Porta Malas Portoes;198461;0,16406875906327345;63,31543874613942;149
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Tampa Radiador;198268;0,16390920494181277;63,47934795108123;150
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Radiadores / Tampa do Radiador / Outros;198166;0,16382488100197343;63,6431728320832;151
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Outros;196034;0,16206234531827285;63,80523517740148;152
Acessórios para Veículos / Tuning / Cromados;195779;0,16185153546867453;63,967086712870156;153
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Corpo Borboleta;193559;0,1600162497192302;64,12710296258939;154
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Sensor de Óleo / Outros;192729;0,15933008432641996;64,2864330469158;155
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Sensor Oleo;192163;0,15886216913084092;64,44529521604665;156
Acessórios para Veículos / Pneus e Acessórios / Pneus Carros Caminhonetes;188750;0,15604062396739343;64,60133584001404;157
Acessórios para Veículos / Tuning / Body Kits;185551;0,15339599373655002;64,7547318337506;158
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Câmbios / Coxim Cambio;185436;0,15330092262790762;64,9080327563785;159
Acessórios para Veículos / Peças de Carros e Caminhonetes / Transmissão / Câmbios / Coxim do Câmbio / Outros;185185;0,15309341959947947;65,06112617597799;160
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Barras Axiais;181746;0,1502503800984259;65,21137655607642;161
Acessórios para Veículos / Tuning / Iluminação / Barras Led;181520;0,15006354470231126;65,36144010077872;162
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Interior / Capas Volante;181375;0,14994367243489262;65,51138377321361;163
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Tanques de Combustível / Tampas Combustivel;179086;0,14805134402026288;65,65943511723387;164
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Bombas / Bombas Oleo;175749;0,1452926284590486;65,80472774569292;165
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Dobradiças / Dobradicas Porta;175175;0,14481809962112924;65,94954584531405;166
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Dobradiças / Dobradiças da Porta / Outros;173874;0,14374255603553146;66,09328840134958;167
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Manopla Cambio;172644;0,1427257085257042;66,23601410987528;168
Acessórios para Veículos / Peças de Motos e Quadriciclos / Transmissão / Kits Embreagens;171070;0,14142447439524233;66,37743858427052;169
Acessórios para Veículos / Acessórios de Linha Pesada / Outros;167525;0,13849380413317924;66,5159323884037;170
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Faróis / Farois Tres Stop;166035;0,13726201324729095;66,65319440165099;171
Acessórios para Veículos / Peças de Carros e Caminhonetes / Freios / Sapata Freio;165975;0,1372124109297384;66,79040681258073;172
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Faróis / Faróis de três Stop / Outros;165893;0,13714462109574993;66,92755143367647;173
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Lentes / Farois;165359;0,13670316046953224;67,064254594146;174
Acessórios para Veículos / Peças de Carros e Caminhonetes / Iluminação / Lentes / De Faróis / Outros;164979;0,1363890124583661;67,20064360660437;175
Acessórios para Veículos / Peças de Carros e Caminhonetes / Ignição / Alternadores e Dínamos / Alternadores;164495;0,13598888709677553;67,33663249370115;176
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Distribuição / Kit Distribuicao;164346;0,1358657080081867;67,47249820170933;177
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Distribuição / Kit de Distribuição / Outros;164199;0,13574418233018296;67,60824238403951;178
Acessórios para Veículos / Tuning / Tuning Interior / Pedaleiras;164063;0,13563175041039718;67,74387413444991;179
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Bloco de Motores / Jogo Aneis;163359;0,13504974988444726;67,87892388433436;180
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Polia Virabrequim;162957;0,1347174143568452;68,0136412986912;181
Acessórios para Veículos / Peças de Carros e Caminhonetes / Segurança / Air Bags;162831;0,13461324948998485;68,14825454818119;182
Acessórios para Veículos / Peças de Carros e Caminhonetes / Segurança / Air Bags / Outros;162794;0,13458266139416078;68,28283720957535;183
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Interior / Luzes Internas;162639;0,1344545220738167;68,41729173164916;184
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Pistões / Pistoes;162233;0,13411887972504444;68,55141061137421;185
Acessórios para Veículos / Peças de Motos e Quadriciclos / Espelhos Retrovisores;161520;0,13352943885146165;68,68494005022568;186
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Para-choques / Para Choques Traseiros;160971;0,1330755776458558;68,81801562787153;187
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Coifa Homocinetica;160558;0,13273414836003578;68,95074977623156;188
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Para Barros Lameiras;158845;0,1313180021939105;69,08206777842547;189
Acessórios para Veículos / Peças de Carros e Caminhonetes / Injeção / Sensores / Sensor Map;156650;0,12950338407677975;69,21157116250225;190
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Para-choques / Almas Choques;155889;0,12887426134915492;69,3404454238514;191
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Capas / Capas Carros;154184;0,12746472882537;69,46791015267678;192
Acessórios para Veículos / Peças de Carros e Caminhonetes / Freios / Cilindro Freio;153597;0,12697945281864756;69,59488960549542;193
Acessórios para Veículos / Ferramentas para Veículos / Extratores Polia;153571;0,12695795848104147;69,72184756397647;194
Acessórios para Veículos / Pneus e Acessórios / Motos;151805;0,12549799693441144;69,84734556091088;195
Acessórios para Veículos / Aces. de Carros e Caminhonetes / Exterior / Outros;151415;0,12517558187031985;69,9725211427812;196
Acessórios para Veículos / Peças de Carros e Caminhonetes / Peças de Exterior / Bracos Limpa Para Brisas;149389;0,12350067694762878;70,09602181972883;197
Acessórios para Veículos / Som Automotivo / Reprodutores / Acessórios / Molduras Estereos;146976;0,12150583707672379;70,21752765680556;198
Acessórios para Veículos / Peças de Carros e Caminhonetes / Suspensão e Direção / Braços Pitman e Suspensão / Bracos Suspensao;144278;0,11927538619744417;70,336803043003;199
Acessórios para Veículos / Peças de Motos e Quadriciclos / Chassis / Macanetas;143598;0,11871322659851527;70,45551626960152;200
Acessórios para Veículos / Rodas / Motos;143528;0,11865535722803731;70,57417162682955;201
Acessórios para Veículos / Lubrificantes e Fluidos / Líquidos / Arrefecedor Anticongelante;141256;0,1167770828033808;70,69094870963293;202
Acessórios para Veículos / Performance / Interior / Volantes;139942;0,11569079204897999;70,80663950168191;203
Acessórios para Veículos / Rodas / Carros;139343;0,11519559557874703;70,92183509726065;204
Acessórios para Veículos / Aces. de Motos e Quadriciclos / Capacetes;137852;0,11396297798756619;71,03579807524822;205
Acessórios para Veículos / Peças de Carros e Caminhonetes / Motor / Componentes de Motor / Tampas / Tampas;137124;0,11336113653459526;71,14915921178282;206
Acessórios para Veículos / Segurança Veicular / Porcas Roda;136548;0,11288495428609079;71,2620441660689;207
Acessórios para Veículos / Peças de Motos e Quadriciclos / Iluminação / Piscas;136273;0,11265761033064162;71,37470177639955;208
Acessórios para Veículos / Peças de Carros e Caminhonetes / Carroceria / Espelhos Retrovisores e Lentes / Lentes Espelhos Laterais;136024;0,11245176071279853;71,48715353711235;209
